日期时间,开盘,最高,最低,收盘,成交量,成交额,DIF,DEA,MACD柱
2026-06-01 14:00:00,688.0,692.8,687.71,691.95,1705500.0,1176599424.0,1.6929,6.6738,-9.9618
2026-06-01 14:30:00,692.03,692.47,680.0,682.48,2227000.0,1523896064.0,0.3823,5.4155,-10.0664
2026-06-01 15:00:00,682.44,683.99,677.77,679.82,3157300.0,2145850368.0,-0.8611,4.1602,-10.0426
2026-06-02 10:00:00,696.0,725.0,693.1,706.84,14465700.0,10288675840.0,0.33,3.3942,-6.1283
2026-06-02 10:30:00,706.01,722.58,706.01,721.84,4068500.0,2920571904.0,2.456,3.2065,-1.5011
2026-06-02 11:00:00,721.99,734.0,719.01,733.99,4338800.0,3145449984.0,5.0629,3.5778,2.9702
2026-06-02 11:30:00,734.2,747.99,730.0,743.39,4163000.0,3072865792.0,7.7975,4.4217,6.7516
2026-06-02 13:30:00,744.04,751.0,738.87,747.5,3525000.0,2626248704.0,10.179,5.5732,9.2117
2026-06-02 14:00:00,747.51,751.8,744.85,749.38,2440900.0,1828387072.0,12.0789,6.8743,10.409
2026-06-02 14:30:00,749.98,752.0,743.38,746.2,2117200.0,1582469760.0,13.176,8.1347,10.0827
2026-06-02 15:00:00,745.8,748.63,744.02,747.0,3591600.0,2679108608.0,13.9492,9.2976,9.3033
2026-06-03 10:00:00,760.0,803.99,758.07,799.98,14634400.0,11427644416.0,18.6224,11.1625,14.9197
2026-06-03 10:30:00,800.08,808.9,794.37,808.0,4347900.0,3487354624.0,22.7113,13.4723,18.478
2026-06-03 11:00:00,807.06,812.42,803.0,810.0,2603200.0,2102225792.0,25.8156,15.9409,19.7492
2026-06-03 11:30:00,809.43,813.8,805.0,813.8,2270000.0,1835913600.0,28.2566,18.4041,19.7051
2026-06-03 13:30:00,815.0,815.98,795.38,798.22,5409800.0,4353171456.0,28.6042,20.4441,16.3203
2026-06-03 14:00:00,798.22,802.2,790.83,792.0,3060400.0,2437911296.0,28.0545,21.9662,12.1766
2026-06-03 14:30:00,791.57,797.47,773.64,773.64,4286900.0,3357368832.0,25.8394,22.7408,6.1971
2026-06-03 15:00:00,773.69,786.85,762.47,782.25,6078300.0,4712252928.0,24.4963,23.0919,2.8088
2026-06-04 10:00:00,773.46,785.97,764.0,778.6,9996600.0,7721852928.0,22.8737,23.0483,-0.3491
2026-06-04 10:30:00,778.77,784.5,769.3,773.5,3051300.0,2365985536.0,20.9349,22.6256,-3.3813
2026-06-04 11:00:00,773.43,774.76,765.8,772.36,2233600.0,1720564224.0,19.0864,21.9178,-5.6627
2026-06-04 11:30:00,772.34,778.09,768.75,772.0,1342000.0,1037789952.0,17.392,21.0126,-7.2413
2026-06-04 13:30:00,771.16,778.5,769.51,775.14,1990100.0,1539453440.0,16.1167,20.0334,-7.8335
2026-06-04 14:00:00,774.92,783.06,771.5,780.78,2266000.0,1760635904.0,15.3837,19.1035,-7.4395
2026-06-04 14:30:00,779.55,783.0,772.28,776.5,1912900.0,1486981632.0,14.2928,18.1413,-7.6971
2026-06-04 15:00:00,776.89,776.94,772.18,775.94,2617600.0,2027255424.0,13.2305,17.1592,-7.8574
2026-06-05 10:00:00,790.0,797.77,771.89,797.25,10022200.0,7855154176.0,13.9474,16.5168,-5.1389
2026-06-05 10:30:00,797.25,818.38,796.04,805.05,6500300.0,5262111744.0,14.9723,16.2079,-2.4712
2026-06-05 11:00:00,805.33,805.33,788.41,798.0,3328100.0,2649556736.0,15.0423,15.9748,-1.865
2026-06-05 11:30:00,798.5,799.96,779.01,785.7,2252800.0,1776598144.0,13.9445,15.5687,-3.2484
2026-06-05 13:30:00,786.0,786.0,753.03,755.0,4867300.0,3740137216.0,10.4765,14.5503,-8.1475
2026-06-05 14:00:00,754.18,767.02,750.66,753.92,4912500.0,3723016704.0,7.5539,13.151,-11.1942
2026-06-05 14:30:00,753.92,754.44,739.14,740.0,5992700.0,4475710976.0,4.0676,11.3343,-14.5335
2026-06-05 15:00:00,739.6,749.99,730.0,748.0,6300600.0,4682792960.0,1.9279,9.4531,-15.0502
2026-06-08 10:00:00,711.11,728.0,705.89,726.0,12668400.0,9098601472.0,-1.5254,7.2574,-17.5655
2026-06-08 10:30:00,726.0,735.9,722.68,733.69,3683000.0,2679361536.0,-3.6001,5.0859,-17.372
2026-06-08 11:00:00,733.72,745.0,733.69,738.79,2821000.0,2084273152.0,-4.7778,3.1132,-15.7818
2026-06-08 11:30:00,738.79,739.26,726.99,728.43,2048700.0,1500749440.0,-6.4724,1.196,-15.3369
2026-06-08 13:30:00,726.99,735.0,723.08,723.6,2253300.0,1640743808.0,-8.1117,-0.6655,-14.8923
2026-06-08 14:00:00,723.56,725.45,712.0,724.16,3550400.0,2549232896.0,-9.2589,-2.3842,-13.7494
2026-06-08 14:30:00,724.13,732.56,720.2,731.98,2697500.0,1960749952.0,-9.4284,-3.793,-11.2707
2026-06-08 15:00:00,731.3,731.96,720.82,725.0,2533800.0,1835460096.0,-10.0105,-5.0365,-9.948
2026-06-09 10:00:00,748.89,780.88,738.0,770.26,13384400.0,10234569728.0,-6.742,-5.3776,-2.7288
2026-06-09 10:30:00,770.26,772.15,746.0,756.1,4870800.0,3686225920.0,-5.234,-5.3489,0.2298
2026-06-09 11:00:00,756.1,765.0,752.38,759.2,2271800.0,1724370816.0,-3.7456,-5.0282,2.5653
2026-06-09 11:30:00,758.71,770.9,757.0,770.0,1847100.0,1412438784.0,-1.6752,-4.3576,5.3649
2026-06-09 13:30:00,772.0,775.7,763.52,769.39,2301200.0,1770558848.0,-0.0827,-3.5026,6.8399
2026-06-09 14:00:00,769.33,795.0,769.3,783.0,4618200.0,3610995456.0,2.2517,-2.3518,9.2069
2026-06-09 14:30:00,783.0,791.29,779.3,782.58,2357200.0,1849062016.0,4.0214,-1.0771,10.1971
2026-06-09 15:00:00,781.83,786.74,780.08,785.73,3210200.0,2515423744.0,5.6134,0.261,10.7049
2026-06-10 10:00:00,770.0,799.75,760.1,784.98,11007100.0,8612909056.0,6.7369,1.5562,10.3615
2026-06-10 10:30:00,784.05,789.38,770.18,770.37,3974600.0,3102441984.0,6.3749,2.5199,7.71
2026-06-10 11:00:00,770.3,779.89,768.07,773.74,2920700.0,2256989696.0,6.2875,3.2734,6.0281
2026-06-10 11:30:00,773.36,788.4,772.4,783.83,2144200.0,1676075776.0,6.9522,4.0092,5.886
2026-06-10 13:30:00,777.86,785.78,774.0,777.58,2333400.0,1816607616.0,6.8952,4.5864,4.6176
2026-06-10 14:00:00,777.52,778.5,764.0,773.59,3020700.0,2324265984.0,6.4537,4.9598,2.9877
2026-06-10 14:30:00,773.32,782.0,767.01,776.19,2352700.0,1823252480.0,6.2416,5.2162,2.0508
2026-06-10 15:00:00,776.19,779.99,771.05,772.5,3134800.0,2426085632.0,5.71,5.3149,0.79
