date,open,high,low,close,volume,amount
2024-05-31 10:00:00,42.37267727429955,44.585766170875125,41.699778623313726,44.51598408855067,9544800.0,826117248.0
2024-05-31 10:30:00,44.53592182635765,44.57579730197163,43.44931511587686,43.44931511587686,3523400.0,310670848.0
2024-05-31 11:00:00,43.44931511587686,43.53405050155655,43.11037357315807,43.12034244206157,1602900.0,139360160.0
2024-05-31 11:30:00,43.10538913870633,43.32968868903493,43.01566931857488,43.279844344517464,1359600.0,117704616.0
2024-05-31 13:30:00,43.334673123486674,43.40445520581113,43.11535800760982,43.18514008993427,777200.0,67373280.0
2024-05-31 14:00:00,43.210062262193006,43.72345901072293,43.17018678657903,43.6138014527845,1485500.0,129566896.0
2024-05-31 14:30:00,43.60383258388101,43.68358353510895,43.26489104116222,43.32968868903493,1310000.0,114200424.0
2024-05-31 15:00:00,43.32968868903493,43.42439294361812,43.16520235212728,43.23,1989400.0,172669072.0
2024-06-03 10:00:00,43.95846879916099,46.19635448348192,43.908515993707404,45.5369774514945,16714400.0,1516068096.0
2024-06-03 10:30:00,45.5369774514945,47.405212375458845,45.34216151022549,47.34027372836917,9395600.0,873930368.0
2024-06-03 11:00:00,47.34027372836917,48.394277923439965,47.30530676455166,48.07957524908233,6653100.0,636111424.0
2024-06-03 11:30:00,48.07957524908233,48.44922600943892,47.380235972732045,47.39522181436812,3051100.0,292411648.0
2024-06-03 13:30:00,47.39522181436812,47.95469323544835,47.380235972732045,47.864778185631884,2246700.0,214456320.0
2024-06-03 14:00:00,47.87476874672261,47.99465547981123,47.35026428945989,47.42519349764028,1934400.0,184351008.0
2024-06-03 14:30:00,47.440179339276355,47.58004719454642,47.15045306764552,47.33028316727845,1731600.0,163947424.0
2024-06-03 15:00:00,47.33527844782382,47.63499528054537,47.21039643418984,47.63,3076000.0,292483264.0
2024-06-04 10:00:00,47.460449625312236,47.900083263946705,47.015820149875104,47.85512073272273,9493700.0,902467200.0
2024-06-04 10:30:00,47.8451290591174,48.049958368026644,47.370524562864276,47.43547044129892,3215900.0,307152544.0
2024-06-04 11:00:00,47.43547044129892,47.7601998334721,47.270607826810995,47.64029975020816,2021900.0,192184272.0
2024-06-04 11:30:00,47.61032472939217,48.09991673605329,47.45045795170691,47.78517901748543,2090700.0,200157344.0
2024-06-04 13:30:00,47.78517901748543,47.95503746877602,47.61032472939217,47.650291423813485,1191700.0,114020768.0
2024-06-04 14:00:00,47.64529558701083,47.740216486261446,47.52539550374687,47.64029975020816,1035300.0,98692992.0
2024-06-04 14:30:00,47.62531223980017,48.004995836802664,47.62531223980017,47.91007493755204,1553300.0,148634432.0
2024-06-04 15:00:00,47.92006661115737,48.214820982514574,47.905079100749376,48.0,3400600.0,326935680.0
2024-06-05 10:00:00,47.93797471067296,48.17262216030862,46.565037505357914,47.5934922846121,7340800.0,693971584.0
2024-06-05 10:30:00,47.60347728246893,47.69334226318046,46.95445242177455,47.004377411058734,1867400.0,176762176.0
